amazon0302.bin 0.013884
amazon0312.bin 0.024028
amazon0505.bin 0.025179
amazon0601.bin 0.024854
as-735.bin 0.013811
as-caida.bin 0.022845
as-Skitter.bin 0.246576
ca-AstroPh.bin 0.008908
ca-CondMat.bin 0.008136
ca-GrQc.bin 0.006905
ca-HepPh.bin 0.00839
ca-HepTh.bin 0.006489
cit-HepPh.bin 0.009297
cit-HepTh.bin 0.011848
cit-Patents.bin 0.284702
com-amazon.ungraph.bin 0.021414
com-dblp.ungraph.bin 0.022348
com-lj.ungraph.bin 0.578556
com-orkut.ungraph.bin 1.8278
com-youtube.ungraph.bin 0.172893
email-Enron.bin 0.018286
email-EuAll.bin 0.020105
Oregon-1.bin 0.020329
Oregon-2.bin 0.020645
p2p-Gnutella04.bin 0.006982
p2p-Gnutella05.bin 0.00694
p2p-Gnutella06.bin 0.007051
p2p-Gnutella08.bin 0.006742
p2p-Gnutella09.bin 0.006924
p2p-Gnutella24.bin 0.007115
p2p-Gnutella25.bin 0.006916
p2p-Gnutella30.bin 0.006929
p2p-Gnutella31.bin 0.007813
roadNet-CA.bin 0.065099
roadNet-PA.bin 0.039997
roadNet-TX.bin 0.04798
soc-Epinions1.bin 0.018992
higgs-social_network.bin 0.0759
soc-LiveJournal1.bin 0.610249
soc-pokec-relationships.bin 0.341847
soc-sign-epinions.bin 0.029647
soc-sign-Slashdot081106.bin 0.011969
soc-sign-Slashdot090216.bin 0.012168
soc-sign-Slashdot090221.bin 0.011967
soc-Slashdot0811.bin 0.018987
soc-Slashdot0902.bin 0.019132
web-BerkStan.bin 0.043787
web-Google.bin 0.070288
web-NotreDame.bin 0.039836
web-Stanford.bin 0.024134
wiki-Talk.bin 0.215253
wiki-Vote.bin 0.010311
