"Device","Context","Stream","Kernel","L1 Global Hit Rate","L1 Local Hit Rate","Multiprocessor Activity","Executed IPC","Achieved Occupancy","Requested Global Load Throughput","Requested Global Store Throughput","Multiprocessor Activity","Executed IPC","Instruction Replay Overhead","Shared Memory Replay Overhead","Global Memory Replay Overhead","Global Memory Cache Replay Overhead","Texture Cache Hit Rate","Texture Cache Throughput","Device Memory Read Throughput","Device Memory Write Throughput","Global Store Throughput","Global Load Throughput","Local Memory Cache Replay Overhead","Shared Memory Efficiency","Global Memory Load Efficiency","Global Memory Store Efficiency","L2 Hit Rate (L1 Reads)","L2 Hit Rate (Texture Reads)","L2 Throughput (L1 Reads)","L2 Throughput (Texture Reads)","Local Memory Overhead","Warp Execution Efficiency","Requested Non-Coherent Global Load Throughput","Issued IPC","Instructions per warp","Issue Slot Utilization","Local Memory Load Transactions Per Request","Local Memory Store Transactions Per Request","Shared Memory Load Transactions Per Request","Shared Memory Store Transactions Per Request","Global Load Transactions Per Request","Global Store Transactions Per Request","Local Load Transactions","Local Store Transactions","Shared Load Transactions","Shared Store Transactions","Global Load Transactions","Global Store Transactions","System Memory Read Transactions","System Memory Write Transactions","Texture Cache Transactions","Device Memory Read Transactions","Device Memory Write Transactions","L2 Read Transactions","L2 Write Transactions","Local Memory Load Throughput","Local Memory Store Throughput","Shared Memory Load Throughput","Shared Memory Store Throughput","L2 Throughput (Reads)","L2 Throughput (Writes)","System Memory Read Throughput","System Memory Write Throughput","Warp Non-Predicated Execution Efficiency","Issued Control-Flow Instructions","Executed Control-Flow Instructions","Issued Load/Store Instructions","Executed Load/Store Instructions","Floating Point Operations(Single Precision)","Floating Point Operations(Single Precision Add)","Floating Point Operation(Single Precision Mul)","Floating Point Operations(Single Precision FMA)","Floating Point Operations(Double Precision)","Floating Point Operations(Double Precision Add)","Floating Point Operations(Double Precision Mul)","Floating Point Operations(Double Precison FMA)","Floating Point Operations(Single Precision Special)","Issue Stall Reasons (Instructions Fetch)","Issue Stall Reasons (Execution Dependency)","Issue Stall Reasons (Data Request)","Issue Stall Reasons (Texture)","Issue Stall Reasons (Synchronization)","Issue Stall Reasons (Other)","L1/Shared Memory Utilization","L2 Cache Utilization","Texture Cache Utilization","Device Memory Utilization","System Memory Utilization","Load/Store Function Unit Utilization","Arithmetic Function Unit Utilization","Control-Flow Function Unit Utilization","Texture Function Unit Utilization","Instructions Executed","Instructions Issued","Issue Slots","L2 Throughput (Non-Coherent Reads)","L2 Non-Coherent Read Transactions","Non-Coherent Global Hit Rate","Non-Coherent Global Memory Load Throughput","Non-Coherent Global Load Efficiency","L2 Throughput (Atomic requests)","FP Instructions(Single)","FP Instructions(Double)","Integer Instructions","Bit-Convert Instructions","Control-Flow Instructions","Load/Store Instructions","Misc Instructions","Inter-Thread Instructions","Atomic Replay Overhead","Atomic Transactions","Atomic Transactions Per Request","L2 Read Transactions (L1 read requests)","L2 Write Transactions (L1 write requests)","L2 Transactions (Texture Reads)","L2 Throughput (L1 Writes)","L2 Transactions (Atomic requests)","ECC Transactions","ECC Throughput","Issue Stall Reasons (Pipe Busy)","Issue Stall Reasons (Immediate constant)","FLOP Efficiency(Peak Single)","FLOP Efficiency(Peak Double)","Issue Stall Reasons (Memory Throttle)","Issue Stall Reasons (Not Selected)","Eligible Warps Per Active Cycle","Atomic Throughput"
,,,,%,%,%,,,GB/s,GB/s,%,,,,,,%,GB/s,GB/s,GB/s,GB/s,GB/s,,%,%,%,%,%,GB/s,GB/s,%,%,B/s,,,%,,,,,,,,,,,,,,,,,,,,B/s,B/s,GB/s,GB/s,GB/s,GB/s,B/s,MB/s,%,,,,,,,,,,,,,,%,%,%,%,%,%,,,,,,,,,,,,,B/s,,%,B/s,%,B/s,,,,,,,,,,,,,,,GB/s,,,GB/s,%,%,%,%,%,%,,B/s
"Tesla K40c (0)","1","7","void axpy_kernel_val<float, int=0>(cublasAxpyParamsVal<float>)",0.000000,0.000000,81.109148,1.369224,0.828249,99.996417,49.998208,81.109148,1.369224,0.168403,0.000000,0.000000,0.000000,0.000000,0.000000,115.993132,59.090705,49.998358,99.996715,0.000000,0.000000,99.999701,99.999701,0.000000,0.000000,99.996715,0.000000,0.000000,99.997894,0.000000,1.691601,35.989973,33.625667,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,20930,10465,0,0,0,97108,49470,83879,41920,0.000000,0.000000,0.000000,0.000000,100.191415,50.072415,0.000000,0.000000,83.330564,99476,83755,47532,31395,669726,0,0,334863,0,0,0,0,0,9.881196,21.765616,59.989883,0.000000,0.000000,1.305925,"Low (1)","Low (3)","Idle (0)","High (7)","Idle (0)","Low (2)","Low (3)","Low (1)","Idle (0)",376887,440356,350136,0.000000,0,0.000000,0.000000,0.000000,0.000000,669967,0,4354906,0,669967,1004589,3350558,0,0.000000,0,0.000000,83716,41858,0,49.998358,0,20869,24.927510,1.878959,2.704716,0.543413,0.000000,0.041455,2.432250,2.654973,0.000000
"Tesla K40c (0)","1","7","void asum_kernel<float, float, int=0>(cublasAsumParams<float, float>)",0.000000,0.000000,68.456389,1.368695,0.905503,83.517396,0.029929,68.456389,1.368695,0.157100,0.000000,0.000000,0.000000,0.000000,0.000000,98.527996,0.189550,0.239431,83.517646,0.000000,7.944652,99.999701,12.500000,0.000000,0.000000,83.517646,0.000000,0.000000,99.996774,0.000000,1.580780,201.835417,27.534020,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,15480,8640,10465,120,0,2,0,49381,95,41998,129,0.000000,0.000000,247.093154,137.912458,83.796982,0.257389,0.000000,3.990522,76.396946,34036,32546,34705,34705,365463,365463,0,0,0,0,0,0,0,5.604397,23.286506,50.917349,0.000000,7.954374,0.981448,"Low (2)","Low (2)","Idle (0)","Mid (4)","Low (1)","Low (3)","Mid (4)","Low (1)","Idle (0)",193762,224202,156206,0.000000,0,0.000000,0.000000,0.000000,0.000000,365463,0,2383932,334863,611223,457623,553080,0,0.000000,0,0.000000,41858,120,0,0.239431,0,7540,15.044270,5.088861,3.578418,0.459365,0.000000,0.000000,2.588648,2.522527,0.000000
"Tesla K40c (0)","1","7","void asum_kernel<float, float, int=0>(cublasAsumParams<float, float>)",0.000000,0.000000,2.496455,0.364130,0.123395,0.080863,6.738540e-04,2.496455,0.364130,0.127932,0.000000,0.000000,0.000000,0.000000,0.000000,0.043127,0.021563,5.390835e-03,0.080863,0.000000,7.944652,100.000000,12.500000,100.000000,0.000000,0.080863,0.000000,0.000000,99.600213,0.000000,0.465874,117.250000,8.960810,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,129,72,4,1,0,9,0,8,4,48,3,0.000000,0.000000,5.563342,3.105121,0.258760,0.016173,0.000000,48.517520,59.881397,196,184,206,206,375,375,0,0,0,0,0,0,0,6.964520,49.432565,3.727153,0.000000,15.565643,0.597300,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",938,1058,814,0.000000,0,0.000000,0.000000,0.000000,0.000000,375,0,9184,120,2559,1143,4337,0,0.000000,0,0.000000,15,1,0,5.390835e-03,0,4,0.021563,0.525624,22.661570,0.001074,0.000000,0.000000,0.525624,0.397182,0.000000
"Tesla K40c (0)","1","7","void csrMv_kernel<float, int=128, int=1, int=2>(cusparseCsrMvParams<float>)",0.000000,0.000000,98.517614,1.324133,0.766884,42.639542,3.032747,98.517614,1.324133,0.190816,0.000000,0.044737,0.000000,37.322023,49.205227,111.911643,3.886692,3.032756,92.196630,0.000000,28.124916,46.248482,99.999701,56.833151,58.648227,92.196630,65.168674,0.000000,59.508924,0.000000,1.576596,154.874104,33.436275,0.000000,0.000000,1.000000,1.000000,1.609436,1.000000,0,0,251148,83716,765934,41858,0,5,679129,1544601,53644,2172187,41915,0.000000,0.000000,145.572276,48.524092,157.382402,3.036886,0.000000,0.362267,52.514092,907881,846175,1708898,1132437,8234136,2344041,2186607,1851744,0,0,0,0,0,4.740601,25.115197,58.651001,0.395346,0.000000,5.210536,"Low (2)","Low (3)","Low (1)","Mid (5)","Low (1)","Low (3)","Low (3)","Low (1)","Low (1)",6483030,7720099,6549079,0.000000,0,0.000000,0.000000,0.000000,0.000000,7721844,0,50970449,883144,3708361,16444962,25197018,0,0.000000,0,0.000000,1272495,41858,899456,3.032756,0,634571,45.976847,1.065341,0.100438,0.431418,0.000000,2.743058,1.978482,2.263892,0.000000
"Tesla K40c (0)","1","7","void axpy_kernel_val<float, int=0>(cublasAxpyParamsVal<float>)",0.000000,0.000000,80.957444,1.398312,0.824730,100.559459,50.279730,80.957444,1.398312,0.172580,0.000000,0.000000,0.000000,0.000000,0.000000,116.349550,59.598799,50.279880,100.559760,0.000000,0.000000,99.999701,99.999701,0.000000,0.000000,100.559760,0.000000,0.000000,99.997894,0.000000,1.639632,35.989973,32.586911,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,20930,10465,0,4,0,96861,49616,83904,41921,0.000000,0.000000,0.000000,0.000000,100.785586,50.355556,0.000000,4.804804,83.330581,99465,83755,47659,31395,669726,0,0,334863,0,0,0,0,0,4.022148,23.929117,62.341162,0.000000,0.000000,1.426377,"Low (1)","Low (3)","Idle (0)","High (7)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",376887,441930,351326,0.000000,0,0.000000,0.000000,0.000000,0.000000,669967,0,4354906,0,669967,1004589,3350558,0,0.000000,0,0.000000,83716,41858,0,50.279880,0,20726,24.896096,2.115011,2.948158,0.523860,0.000000,0.014536,3.203491,2.816132,0.000000
"Tesla K40c (0)","1","7","void asum_kernel<float, float, int=0>(cublasAsumParams<float, float>)",0.000000,0.000000,68.314185,1.388716,0.903219,83.673913,0.029985,68.314185,1.388716,0.156986,0.000000,0.000000,0.000000,0.000000,0.000000,98.974513,0.187906,0.239880,83.674163,0.000000,7.944652,99.999701,12.500000,0.000000,0.000000,83.674163,0.000000,0.000000,99.996774,0.000000,1.574862,201.835417,27.431524,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,15480,8640,10465,120,0,5,0,49512,94,42006,125,0.000000,0.000000,247.556222,138.170915,83.970015,0.249875,0.000000,9.995002,76.396946,34036,32546,34705,34705,365463,365463,0,0,0,0,0,0,0,5.477947,22.752037,50.861122,0.000000,8.248469,0.942959,"Low (2)","Low (2)","Idle (0)","Mid (4)","Low (1)","Low (3)","Mid (4)","Low (1)","Idle (0)",193762,224180,156194,0.000000,0,0.000000,0.000000,0.000000,0.000000,365463,0,2383932,334863,611223,457623,553080,0,0.000000,0,0.000000,41858,120,0,0.239880,0,7645,15.282359,4.981681,4.212231,0.456740,0.000000,0.000000,2.523555,2.510520,0.000000
"Tesla K40c (0)","1","7","void asum_kernel<float, float, int=0>(cublasAsumParams<float, float>)",0.000000,0.000000,2.487825,0.363425,0.123404,0.080645,6.720430e-04,2.487825,0.363425,0.121535,0.000000,0.000000,0.000000,0.000000,0.000000,0.096774,0.010753,5.376344e-03,0.080645,0.000000,7.944652,100.000000,12.500000,100.000000,0.000000,0.080645,0.000000,0.000000,99.600213,0.000000,0.464870,117.250000,8.959346,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,129,72,4,1,0,5,0,18,2,39,12,0.000000,0.000000,5.548387,3.096774,0.209677,0.064516,0.000000,26.881720,59.881397,196,184,206,206,375,375,0,0,0,0,0,0,0,7.013764,49.443447,3.698384,0.000000,15.451825,0.562537,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",938,1052,811,0.000000,0,0.000000,0.000000,0.000000,0.000000,375,0,9184,120,2559,1143,4337,0,0.000000,0,0.000000,15,1,0,5.376344e-03,0,9,0.048387,0.562537,22.704967,0.001074,0.000000,0.000000,0.562537,0.399912,0.000000
"Tesla K40c (0)","1","7","void csrMv_kernel<float, int=128, int=1, int=2>(cusparseCsrMvParams<float>)",0.000000,0.000000,98.344935,1.324658,0.767021,42.644949,3.033131,98.344935,1.324658,0.190693,0.000000,0.044737,0.000000,37.634176,49.199872,111.967645,3.889576,3.033140,92.208321,0.000000,28.124916,46.248482,99.999701,56.837237,58.646344,92.208321,65.189039,0.000000,59.508926,0.000000,1.579254,154.874104,33.491728,0.000000,0.000000,1.000000,1.000000,1.609436,1.000000,0,0,251148,83716,765934,41858,0,2,678969,1545178,53677,2172178,41925,0.000000,0.000000,145.590736,48.530245,157.401708,3.037995,0.000000,0.144925,52.514087,907966,846175,1707889,1132437,8234136,2344041,2186607,1851744,0,0,0,0,0,4.740515,25.105370,58.601564,0.392486,0.000000,5.209698,"Low (2)","Low (3)","Low (1)","Mid (5)","Low (1)","Low (3)","Low (3)","Low (1)","Low (1)",6483030,7719298,6548221,0.000000,0,0.000000,0.000000,0.000000,0.000000,7721844,0,50970449,883144,3708361,16444962,25197018,0,0.000000,0,0.000000,1272495,41858,899623,3.033140,0,635514,46.051009,1.070516,0.128591,0.431433,0.000000,2.769054,1.982207,2.269764,0.000000
"Tesla K40c (0)","1","7","void axpy_kernel_val<float, int=0>(cublasAxpyParamsVal<float>)",0.000000,0.000000,80.717401,1.398312,0.804533,99.936731,49.968365,80.717401,1.398312,0.167668,0.000000,0.000000,0.000000,0.000000,0.000000,115.908379,59.259569,49.968515,99.937029,0.000000,0.000000,99.999701,99.999701,0.000000,0.000000,99.937029,0.000000,0.000000,99.997877,0.000000,1.670941,35.989973,33.218129,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,20930,10465,0,6,0,97095,49641,83796,41930,0.000000,0.000000,0.000000,0.000000,100.032530,50.054465,0.000000,7.162575,83.330581,99475,83755,47551,31395,669726,0,0,334863,0,0,0,0,0,3.929866,23.638242,63.868970,0.000000,0.000000,1.491419,"Low (1)","Low (3)","Idle (0)","High (7)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",376887,440079,349949,0.000000,0,0.000000,0.000000,0.000000,0.000000,669967,0,4354906,0,669967,1004589,3350558,0,0.000000,0,0.000000,83716,41858,0,49.968515,0,21026,25.100052,1.721413,2.409174,0.534519,0.000000,0.027704,2.913212,2.752483,0.000000
"Tesla K40c (0)","1","7","void asum_kernel<float, float, int=0>(cublasAsumParams<float, float>)",0.000000,0.000000,68.009470,1.392469,0.907179,83.930823,0.030077,68.009470,1.392469,0.157074,0.000000,0.000000,0.000000,0.000000,0.000000,98.751050,0.172442,0.240617,83.931073,0.000000,7.944652,99.999701,12.500000,0.000000,0.000000,83.931073,0.000000,0.000000,99.996774,0.000000,1.589452,201.835417,27.685338,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,15480,8640,10465,120,0,5,0,49249,86,41966,130,0.000000,0.000000,248.316311,138.595150,84.147628,0.260668,0.000000,10.025690,76.396946,34027,32546,34705,34705,365463,365463,0,0,0,0,0,0,0,7.840864,22.511742,49.927864,0.000000,7.859617,0.952636,"Low (2)","Low (2)","Idle (0)","Mid (4)","Low (1)","Low (3)","Mid (5)","Low (1)","Idle (0)",193762,224197,156204,0.000000,0,0.000000,0.000000,0.000000,0.000000,365463,0,2383932,334863,611223,457623,553080,0,0.000000,0,0.000000,41858,120,0,0.240617,0,7403,14.844038,4.970397,3.441761,0.458880,0.000000,0.000000,2.495120,2.535572,0.000000
"Tesla K40c (0)","1","7","void asum_kernel<float, float, int=0>(cublasAsumParams<float, float>)",0.000000,0.000000,2.601410,0.363566,0.123400,0.080767,6.730600e-04,2.601410,0.363566,0.123667,0.000000,0.000000,0.000000,0.000000,0.000000,0.204610,0.021538,5.384485e-03,0.080767,0.000000,7.944652,100.000000,12.500000,100.000000,0.000000,0.080767,0.000000,0.000000,99.600213,0.000000,0.408527,117.250000,7.868217,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,129,72,4,1,0,5,0,38,4,45,7,0.000000,0.000000,5.556789,3.101464,0.242302,0.037691,0.000000,26.922429,59.881397,196,184,206,206,375,375,0,0,0,0,0,0,0,7.160313,50.525415,3.751222,0.000000,13.599707,0.610948,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",938,1054,812,0.000000,0,0.000000,0.000000,0.000000,0.000000,375,0,9184,120,2559,1143,4337,0,0.000000,0,0.000000,15,1,0,5.384485e-03,0,19,0.102305,0.598729,23.179374,0.000985,0.000000,0.000000,0.574291,0.351163,0.000000
"Tesla K40c (0)","1","7","void csrMv_kernel<float, int=128, int=1, int=2>(cusparseCsrMvParams<float>)",0.000000,0.000000,98.268720,1.325741,0.767220,42.634715,3.032403,98.268720,1.325741,0.190555,0.000000,0.044737,0.000000,37.414669,49.254933,111.867461,3.889367,3.032412,92.186193,0.000000,28.124916,46.248482,99.999701,56.834958,58.555972,92.186193,65.184407,0.000000,59.508926,0.000000,1.576322,154.874104,33.431680,0.000000,0.000000,1.000000,1.000000,1.609436,1.000000,0,0,251148,83716,765934,41858,0,6,679892,1544166,53687,2172672,41925,0.000000,0.000000,145.555798,48.518599,157.399723,3.037266,0.000000,0.434671,52.514090,907899,846175,1710742,1132437,8234136,2344041,2186607,1851744,0,0,0,0,0,4.741549,25.117543,58.571611,0.391790,0.000000,5.218782,"Low (2)","Low (3)","Low (1)","Mid (5)","Low (1)","Low (3)","Low (3)","Low (1)","Low (1)",6483030,7718405,6547882,0.000000,0,0.000000,0.000000,0.000000,0.000000,7721844,0,50970449,883144,3708361,16444962,25197018,0,0.000000,0,0.000000,1272495,41858,899775,3.032412,0,634674,45.979104,1.075884,0.101219,0.430348,0.000000,2.793674,1.987949,2.268069,0.000000
"Tesla K40c (0)","1","7","void axpy_kernel_val<float, int=0>(cublasAxpyParamsVal<float>)",0.000000,0.000000,81.271739,1.375099,0.806381,99.825011,49.912506,81.271739,1.375099,0.168255,0.000000,0.000000,0.000000,0.000000,0.000000,116.261738,59.235057,49.912655,99.825309,0.000000,0.000000,99.999701,99.999701,0.000000,0.000000,99.825309,0.000000,0.000000,99.997894,0.000000,1.606465,35.989973,31.943958,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,20930,10465,0,1,0,97500,49676,83904,41928,0.000000,0.000000,0.000000,0.000000,100.049486,49.996125,0.000000,1.192428,83.330564,99702,83755,47499,31395,669726,0,0,334863,0,0,0,0,0,7.350859,21.775481,61.232191,0.000000,0.000000,1.382642,"Low (1)","Low (3)","Idle (0)","High (7)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",376887,440300,350208,0.000000,0,0.000000,0.000000,0.000000,0.000000,669967,0,4354906,0,669967,1004589,3350558,0,0.000000,0,0.000000,83716,41858,0,49.912655,0,21470,25.601431,2.076740,3.239558,0.517164,0.000000,0.012123,2.930406,2.775321,0.000000
"Tesla K40c (0)","1","7","void asum_kernel<float, float, int=0>(cublasAsumParams<float, float>)",0.000000,0.000000,68.302300,1.389852,0.906610,83.579933,0.029951,68.302300,1.389852,0.156992,0.000000,0.000000,0.000000,0.000000,0.000000,98.442032,0.169724,0.239611,83.580182,0.000000,7.944652,99.999701,12.500000,0.000000,0.000000,83.580182,0.000000,0.000000,99.996774,0.000000,1.584083,201.835417,27.592371,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,15480,8640,10465,120,0,10,0,49301,85,41971,127,0.000000,0.000000,247.278173,138.015724,83.805816,0.253588,0.000000,19.967552,76.396946,34029,32546,34705,34705,365463,365463,0,0,0,0,0,0,0,5.551952,22.930824,51.963128,0.000000,7.794573,0.957001,"Low (2)","Low (2)","Idle (0)","Mid (4)","Low (1)","Low (3)","Mid (5)","Low (1)","Idle (0)",193762,224181,156196,0.000000,0,0.000000,0.000000,0.000000,0.000000,365463,0,2383932,334863,611223,457623,553080,0,0.000000,0,0.000000,41858,120,0,0.239611,0,7458,14.891801,4.732883,3.503154,0.459332,0.000000,0.000000,2.566486,2.537857,0.000000
"Tesla K40c (0)","1","7","void asum_kernel<float, float, int=0>(cublasAsumParams<float, float>)",0.000000,0.000000,2.489759,0.414677,0.123384,0.080456,6.704650e-04,2.489759,0.414677,0.125800,0.000000,0.000000,0.000000,0.000000,0.000000,0.042910,0.010727,5.363727e-03,0.080456,0.000000,7.944652,100.000000,12.500000,100.000000,0.000000,0.080456,0.000000,0.000000,99.600213,0.000000,0.465814,117.250000,8.965593,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,129,72,4,1,0,5,0,8,2,62,7,0.000000,0.000000,5.535367,3.089507,0.332551,0.037546,0.000000,26.818638,59.881397,196,184,206,206,375,375,0,0,0,0,0,0,0,7.152447,50.494324,3.722690,0.000000,13.682412,0.622483,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",938,1056,813,0.000000,0,0.000000,0.000000,0.000000,0.000000,375,0,9184,120,2559,1143,4337,0,0.000000,0,0.000000,15,1,0,5.363727e-03,0,3,0.016091,0.585866,23.153912,0.001073,0.000000,0.000000,0.585866,0.400970,0.000000
"Tesla K40c (0)","1","7","void csrMv_kernel<float, int=128, int=1, int=2>(cusparseCsrMvParams<float>)",0.000000,0.000000,98.340748,1.324127,0.766753,42.636260,3.032513,98.340748,1.324127,0.190598,0.000000,0.044737,0.000000,37.417744,49.118124,111.906216,3.888856,3.032522,92.189533,0.000000,28.124916,46.248482,99.999701,56.837394,58.633701,92.189533,65.167570,0.000000,59.508929,0.000000,1.576502,154.874104,33.435361,0.000000,0.000000,1.000000,1.000000,1.609436,1.000000,0,0,251148,83716,765934,41858,0,1,677979,1544645,53678,2172203,41926,0.000000,0.000000,145.561070,48.520357,157.371447,3.037449,0.000000,0.072447,52.514092,907797,846175,1707399,1132437,8234136,2344041,2186607,1851744,0,0,0,0,0,4.736542,25.100387,58.600439,0.391632,0.000000,5.201017,"Low (2)","Low (3)","Low (1)","Mid (5)","Low (1)","Low (3)","Low (3)","Low (1)","Low (1)",6483030,7718682,6548088,0.000000,0,0.000000,0.000000,0.000000,0.000000,7721844,0,50970449,883144,3708361,16444962,25197018,0,0.000000,0,0.000000,1272495,41858,899510,3.032522,0,634573,45.973452,1.079264,0.154960,0.430697,0.000000,2.755967,1.979792,2.264961,0.000000
"Tesla K40c (0)","1","7","void axpy_kernel_val<float, int=0>(cublasAxpyParamsVal<float>)",0.000000,0.000000,81.288741,1.432529,0.804816,100.007616,50.003808,81.288741,1.432529,0.167037,0.000000,0.000000,0.000000,0.000000,0.000000,116.022847,59.253817,50.003957,100.007914,0.000000,0.000000,99.999701,99.999701,0.000000,0.000000,100.007914,0.000000,0.000000,99.997877,0.000000,1.689649,35.989973,33.590650,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,20930,10465,0,6,0,97122,49601,83927,41929,0.000000,0.000000,0.000000,0.000000,100.259977,50.088774,0.000000,7.167655,83.330564,99492,83755,47241,31395,669726,0,0,334863,0,0,0,0,0,7.182386,22.643397,61.427129,0.000000,0.000000,1.421529,"Low (1)","Low (3)","Idle (0)","High (7)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",376887,439841,349766,0.000000,0,0.000000,0.000000,0.000000,0.000000,669967,0,4354906,0,669967,1004589,3350558,0,0.000000,0,0.000000,83716,41858,0,50.003957,0,21010,25.098742,1.873838,2.776764,0.544624,0.000000,0.058885,2.616072,2.697355,0.000000
"Tesla K40c (0)","1","7","void asum_kernel<float, float, int=0>(cublasAsumParams<float, float>)",0.000000,0.000000,68.271212,1.345766,0.908022,84.136432,0.030151,68.271212,1.345766,0.156945,0.000000,0.000000,0.000000,0.000000,0.000000,99.103518,0.194975,0.241206,84.136683,0.000000,7.944652,99.999701,12.500000,0.000000,0.000000,84.136683,0.000000,0.000000,99.996774,0.000000,1.606772,201.835417,27.987629,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,15480,8640,10465,120,0,8,0,49304,97,42006,131,0.000000,0.000000,248.924623,138.934673,84.434171,0.263317,0.000000,16.080402,76.396946,34029,32546,34705,34705,365463,365463,0,0,0,0,0,0,0,5.410063,22.510069,51.618247,0.000000,7.954330,0.955158,"Low (2)","Low (2)","Idle (0)","Mid (4)","Low (1)","Low (3)","Mid (5)","Low (1)","Idle (0)",193762,224172,156190,0.000000,0,0.000000,0.000000,0.000000,0.000000,365463,0,2383932,334863,611223,457623,553080,0,0.000000,0,0.000000,41858,120,0,0.241206,0,7455,14.984925,4.832926,4.145591,0.465718,0.000000,0.000000,2.573616,2.605303,0.000000
"Tesla K40c (0)","1","7","void asum_kernel<float, float, int=0>(cublasAsumParams<float, float>)",0.000000,0.000000,2.696163,0.415596,0.123386,0.080686,6.723810e-04,2.696163,0.415596,0.123667,0.000000,0.000000,0.000000,0.000000,0.000000,0.204404,0.010758,5.379055e-03,0.080686,0.000000,7.944652,100.000000,12.500000,100.000000,0.000000,0.080686,0.000000,0.000000,99.600213,0.000000,0.409479,117.250000,7.886558,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,129,72,4,1,0,6,0,38,2,49,6,0.000000,0.000000,5.551185,3.098336,0.263574,0.032274,0.000000,32.274331,59.881397,196,184,206,206,375,375,0,0,0,0,0,0,0,7.280888,51.439970,3.864855,0.000000,11.993517,0.598429,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",938,1054,812,0.000000,0,0.000000,0.000000,0.000000,0.000000,375,0,9184,120,2559,1143,4337,0,0.000000,0,0.000000,15,1,0,5.379055e-03,0,17,0.091444,0.573495,23.650418,0.001023,0.000000,0.000000,0.598429,0.352758,0.000000
"Tesla K40c (0)","1","7","void csrMv_kernel<float, int=128, int=1, int=2>(cusparseCsrMvParams<float>)",0.000000,0.000000,98.268229,1.323729,0.766773,42.625065,3.031717,98.268229,1.323729,0.190617,0.000000,0.044737,0.000000,37.413940,49.199240,111.867202,3.887980,3.031726,92.165328,0.000000,28.124916,46.248482,99.999701,56.833229,58.647525,92.165328,65.130904,0.000000,59.508933,0.000000,1.576054,154.874104,33.424357,0.000000,0.000000,1.000000,1.000000,1.609436,1.000000,0,0,251148,83716,765934,41858,0,5,679277,1544512,53680,2172250,41919,0.000000,0.000000,145.522852,48.507617,157.333533,3.036144,0.000000,0.362144,52.514087,908013,846175,1708533,1132437,8234136,2344041,2186607,1851744,0,0,0,0,0,4.780844,25.089799,58.558446,0.391625,0.000000,5.203688,"Low (2)","Low (3)","Low (1)","Mid (5)","Low (1)","Low (3)","Low (3)","Low (1)","Low (1)",6483030,7718804,6547897,0.000000,0,0.000000,0.000000,0.000000,0.000000,7721844,0,50970449,883144,3708361,16444962,25197018,0,0.000000,0,0.000000,1272495,41858,899240,3.031726,0,634519,45.957471,1.076461,0.156437,0.430250,0.000000,2.761989,1.980712,2.265387,0.000000
