as-735.bin 0.006788
com-dblp.ungraph.bin 0.022493
soc-LiveJournal1.bin 1.19433
soc-pokec-relationships.bin 0.521684
soc-sign-epinions.bin 0.013189
com-orkut.ungraph.bin 3.22618
roadNet-TX.bin 0.089486
cit-HepTh.bin 0.006291
p2p-Gnutella31.bin 0.005155
cit-Patents.bin 0.621114
soc-sign-Slashdot081106.bin 0.007785
p2p-Gnutella30.bin 0.004442
p2p-Gnutella06.bin 0.003962
ca-GrQc.bin 0.003785
p2p-Gnutella08.bin 0.00395
p2p-Gnutella24.bin 0.004201
as-caida.bin 0.0094
soc-Slashdot0902.bin 0.009693
ca-CondMat.bin 0.005014
web-NotreDame.bin 0.021505
soc-sign-Slashdot090221.bin 0.008263
p2p-Gnutella09.bin 0.003841
soc-Epinions1.bin 0.00897
ca-HepPh.bin 0.004949
roadNet-CA.bin 0.109302
wiki-Vote.bin 0.004774
amazon0601.bin 0.031015
web-BerkStan.bin 0.085621
p2p-Gnutella05.bin 0.004013
soc-Slashdot0811.bin 0.009459
ca-HepTh.bin 0.004191
amazon0505.bin 0.03064
p2p-Gnutella25.bin 0.004313
com-youtube.ungraph.bin 0.125085
ca-AstroPh.bin 0.0059
roadNet-PA.bin 0.095209
wiki-Talk.bin 0.774083
higgs-social_network.bin 0.09493
email-EuAll.bin 0.01309
email-Enron.bin 0.006533
com-amazon.ungraph.bin 0.023578
web-Stanford.bin 0.023958
soc-sign-Slashdot090216.bin 0.008077
cit-HepPh.bin 0.006339
amazon0312.bin 0.029386
p2p-Gnutella04.bin 0.024195
com-lj.ungraph.bin 1.14194
Oregon-1.bin 0.008758
Oregon-2.bin 0.00639
web-Google.bin 0.106315
as-Skitter.bin 0.203771
amazon0302.bin 0.015354
as-735.bin 0.006825
com-dblp.ungraph.bin 0.022564
soc-LiveJournal1.bin 1.1819
soc-pokec-relationships.bin 0.532902
soc-sign-epinions.bin 0.013198
com-orkut.ungraph.bin 3.22082
roadNet-TX.bin 0.058881
cit-HepTh.bin 0.006018
p2p-Gnutella31.bin 0.004891
cit-Patents.bin 0.529891
soc-sign-Slashdot081106.bin 0.007666
p2p-Gnutella30.bin 0.004441
p2p-Gnutella06.bin 0.00412
ca-GrQc.bin 0.003808
p2p-Gnutella08.bin 0.00378
p2p-Gnutella24.bin 0.004308
as-caida.bin 0.009243
soc-Slashdot0902.bin 0.00949
ca-CondMat.bin 0.005038
web-NotreDame.bin 0.021468
soc-sign-Slashdot090221.bin 0.00813
p2p-Gnutella09.bin 0.003789
soc-Epinions1.bin 0.009076
ca-HepPh.bin 0.00521
roadNet-CA.bin 0.159743
wiki-Vote.bin 0.004956
amazon0601.bin 0.031027
web-BerkStan.bin 0.110031
p2p-Gnutella05.bin 0.004002
soc-Slashdot0811.bin 0.009474
ca-HepTh.bin 0.004019
amazon0505.bin 0.031044
p2p-Gnutella25.bin 0.003837
com-youtube.ungraph.bin 0.101576
ca-AstroPh.bin 0.005645
roadNet-PA.bin 0.080126
wiki-Talk.bin 0.759965
higgs-social_network.bin 0.095274
email-EuAll.bin 0.012404
email-Enron.bin 0.006233
com-amazon.ungraph.bin 0.023392
web-Stanford.bin 0.023717
soc-sign-Slashdot090216.bin 0.007983
cit-HepPh.bin 0.006047
amazon0312.bin 0.029406
p2p-Gnutella04.bin 0.003801
com-lj.ungraph.bin 1.22813
Oregon-1.bin 0.008387
Oregon-2.bin 0.006132
web-Google.bin 0.11535
as-Skitter.bin 0.187294
amazon0302.bin 0.015521
as-735.bin 0.0066
com-dblp.ungraph.bin 0.022663
soc-LiveJournal1.bin 0.995289
soc-pokec-relationships.bin 0.56915
soc-sign-epinions.bin 0.013096
com-orkut.ungraph.bin 3.22756
roadNet-TX.bin 0.065289
cit-HepTh.bin 0.005948
p2p-Gnutella31.bin 0.004856
cit-Patents.bin 0.501159
soc-sign-Slashdot081106.bin 0.007743
p2p-Gnutella30.bin 0.004455
p2p-Gnutella06.bin 0.003695
ca-GrQc.bin 0.003802
p2p-Gnutella08.bin 0.003803
p2p-Gnutella24.bin 0.004335
as-caida.bin 0.009307
soc-Slashdot0902.bin 0.009511
ca-CondMat.bin 0.004935
web-NotreDame.bin 0.021625
soc-sign-Slashdot090221.bin 0.008227
p2p-Gnutella09.bin 0.003767
soc-Epinions1.bin 0.009075
ca-HepPh.bin 0.005038
roadNet-CA.bin 0.125205
wiki-Vote.bin 0.004919
amazon0601.bin 0.031145
web-BerkStan.bin 0.070191
p2p-Gnutella05.bin 0.004079
soc-Slashdot0811.bin 0.009479
ca-HepTh.bin 0.004201
amazon0505.bin 0.031261
p2p-Gnutella25.bin 0.004229
com-youtube.ungraph.bin 0.102367
ca-AstroPh.bin 0.005738
roadNet-PA.bin 0.055144
wiki-Talk.bin 0.686337
higgs-social_network.bin 0.095609
email-EuAll.bin 0.012915
email-Enron.bin 0.00647
com-amazon.ungraph.bin 0.023524
web-Stanford.bin 0.023963
soc-sign-Slashdot090216.bin 0.00793
cit-HepPh.bin 0.006271
amazon0312.bin 0.030058
p2p-Gnutella04.bin 0.004157
com-lj.ungraph.bin 1.20441
Oregon-1.bin 0.008591
Oregon-2.bin 0.00615
web-Google.bin 0.115807
as-Skitter.bin 0.235951
amazon0302.bin 0.015352
as-735.bin 0.006543
com-dblp.ungraph.bin 0.022477
soc-LiveJournal1.bin 1.17982
soc-pokec-relationships.bin 0.584274
soc-sign-epinions.bin 0.012896
com-orkut.ungraph.bin 3.17207
roadNet-TX.bin 0.086988
cit-HepTh.bin 0.005753
p2p-Gnutella31.bin 0.004755
cit-Patents.bin 0.662884
soc-sign-Slashdot081106.bin 0.007605
p2p-Gnutella30.bin 0.004134
p2p-Gnutella06.bin 0.003613
ca-GrQc.bin 0.003457
p2p-Gnutella08.bin 0.003481
p2p-Gnutella24.bin 0.004018
as-caida.bin 0.009033
soc-Slashdot0902.bin 0.009476
ca-CondMat.bin 0.004748
web-NotreDame.bin 0.021382
soc-sign-Slashdot090221.bin 0.007983
p2p-Gnutella09.bin 0.003532
soc-Epinions1.bin 0.009055
ca-HepPh.bin 0.005205
roadNet-CA.bin 0.154279
wiki-Vote.bin 0.004685
amazon0601.bin 0.030849
web-BerkStan.bin 0.091656
p2p-Gnutella05.bin 0.00384
soc-Slashdot0811.bin 0.009296
ca-HepTh.bin 0.004013
amazon0505.bin 0.03222
p2p-Gnutella25.bin 0.004116
com-youtube.ungraph.bin 0.107873
ca-AstroPh.bin 0.005774
roadNet-PA.bin 0.070151
wiki-Talk.bin 0.781687
higgs-social_network.bin 0.095781
email-EuAll.bin 0.012896
email-Enron.bin 0.006549
com-amazon.ungraph.bin 0.023564
web-Stanford.bin 0.023973
soc-sign-Slashdot090216.bin 0.007937
cit-HepPh.bin 0.006233
amazon0312.bin 0.029939
p2p-Gnutella04.bin 0.00392
com-lj.ungraph.bin 1.28898
Oregon-1.bin 0.00843
Oregon-2.bin 0.006307
web-Google.bin 0.106315
as-Skitter.bin 0.230556
amazon0302.bin 0.015432
as-735.bin 0.006585
com-dblp.ungraph.bin 0.022526
soc-LiveJournal1.bin 1.21957
soc-pokec-relationships.bin 0.609496
soc-sign-epinions.bin 0.012866
com-orkut.ungraph.bin 3.33411
roadNet-TX.bin 0.139644
cit-HepTh.bin 0.005916
p2p-Gnutella31.bin 0.004816
cit-Patents.bin 0.616001
soc-sign-Slashdot081106.bin 0.0076
p2p-Gnutella30.bin 0.004168
p2p-Gnutella06.bin 0.00367
ca-GrQc.bin 0.003973
p2p-Gnutella08.bin 0.003779
p2p-Gnutella24.bin 0.004173
as-caida.bin 0.009301
soc-Slashdot0902.bin 0.009377
ca-CondMat.bin 0.004955
web-NotreDame.bin 0.021657
soc-sign-Slashdot090221.bin 0.008107
p2p-Gnutella09.bin 0.00393
soc-Epinions1.bin 0.00925
ca-HepPh.bin 0.005133
roadNet-CA.bin 0.122733
wiki-Vote.bin 0.004491
amazon0601.bin 0.030887
web-BerkStan.bin 0.083283
p2p-Gnutella05.bin 0.003831
soc-Slashdot0811.bin 0.009305
ca-HepTh.bin 0.003975
amazon0505.bin 0.031304
p2p-Gnutella25.bin 0.003889
com-youtube.ungraph.bin 0.100949
ca-AstroPh.bin 0.005668
roadNet-PA.bin 0.039657
wiki-Talk.bin 0.717662
higgs-social_network.bin 0.095694
email-EuAll.bin 0.012819
email-Enron.bin 0.006663
com-amazon.ungraph.bin 0.023576
web-Stanford.bin 0.024095
soc-sign-Slashdot090216.bin 0.00793
cit-HepPh.bin 0.006257
amazon0312.bin 0.030197
p2p-Gnutella04.bin 0.003953
com-lj.ungraph.bin 1.05813
Oregon-1.bin 0.008592
Oregon-2.bin 0.006374
web-Google.bin 0.128913
as-Skitter.bin 0.214309
amazon0302.bin 0.015382
as-735.bin 0.008978
com-dblp.ungraph.bin 0.021839
soc-LiveJournal1.bin 1.01002
soc-pokec-relationships.bin 0.528456
soc-sign-epinions.bin 0.015102
com-orkut.ungraph.bin 3.11442
roadNet-TX.bin 0.042588
cit-HepTh.bin 0.006085
p2p-Gnutella31.bin 0.004751
cit-Patents.bin 0.47039
soc-sign-Slashdot081106.bin 0.007277
p2p-Gnutella30.bin 0.003751
p2p-Gnutella06.bin 0.003273
ca-GrQc.bin 0.003016
p2p-Gnutella08.bin 0.002984
p2p-Gnutella24.bin 0.003565
as-caida.bin 0.01339
soc-Slashdot0902.bin 0.011531
ca-CondMat.bin 0.004366
web-NotreDame.bin 0.02413
soc-sign-Slashdot090221.bin 0.007566
p2p-Gnutella09.bin 0.003046
soc-Epinions1.bin 0.009739
ca-HepPh.bin 0.004771
roadNet-CA.bin 0.05852
wiki-Vote.bin 0.004687
amazon0601.bin 0.031188
web-BerkStan.bin 0.046045
p2p-Gnutella05.bin 0.00305
soc-Slashdot0811.bin 0.011429
ca-HepTh.bin 0.003195
amazon0505.bin 0.031106
p2p-Gnutella25.bin 0.003482
com-youtube.ungraph.bin 0.119942
ca-AstroPh.bin 0.005378
roadNet-PA.bin 0.034022
wiki-Talk.bin 1.05473
higgs-social_network.bin 0.098755
email-EuAll.bin 0.015715
email-Enron.bin 0.00761
com-amazon.ungraph.bin 0.022523
web-Stanford.bin 0.023524
soc-sign-Slashdot090216.bin 0.00757
cit-HepPh.bin 0.005659
amazon0312.bin 0.029846
p2p-Gnutella04.bin 0.003196
com-lj.ungraph.bin 0.974106
Oregon-1.bin 0.012396
Oregon-2.bin 0.007795
web-Google.bin 0.104021
as-Skitter.bin 0.206119
amazon0302.bin 0.014323
as-735.bin 0.008544
com-dblp.ungraph.bin 0.021668
soc-LiveJournal1.bin 1.0099
soc-pokec-relationships.bin 0.528463
soc-sign-epinions.bin 0.015002
com-orkut.ungraph.bin 3.11443
roadNet-TX.bin 0.042167
cit-HepTh.bin 0.005991
p2p-Gnutella31.bin 0.004631
cit-Patents.bin 0.470651
soc-sign-Slashdot081106.bin 0.007213
p2p-Gnutella30.bin 0.003738
p2p-Gnutella06.bin 0.003275
ca-GrQc.bin 0.003027
p2p-Gnutella08.bin 0.002987
p2p-Gnutella24.bin 0.003546
as-caida.bin 0.013403
soc-Slashdot0902.bin 0.011529
ca-CondMat.bin 0.004397
web-NotreDame.bin 0.024124
soc-sign-Slashdot090221.bin 0.007539
p2p-Gnutella09.bin 0.003041
soc-Epinions1.bin 0.009733
ca-HepPh.bin 0.004758
roadNet-CA.bin 0.058589
wiki-Vote.bin 0.004691
amazon0601.bin 0.030911
web-BerkStan.bin 0.046065
p2p-Gnutella05.bin 0.003084
soc-Slashdot0811.bin 0.01141
ca-HepTh.bin 0.003208
amazon0505.bin 0.031115
p2p-Gnutella25.bin 0.003472
com-youtube.ungraph.bin 0.119916
ca-AstroPh.bin 0.005333
roadNet-PA.bin 0.034006
wiki-Talk.bin 1.05347
higgs-social_network.bin 0.098711
email-EuAll.bin 0.015744
email-Enron.bin 0.007717
com-amazon.ungraph.bin 0.022671
web-Stanford.bin 0.023702
soc-sign-Slashdot090216.bin 0.007642
cit-HepPh.bin 0.005754
amazon0312.bin 0.029874
p2p-Gnutella04.bin 0.003188
com-lj.ungraph.bin 0.97407
Oregon-1.bin 0.012273
Oregon-2.bin 0.007687
web-Google.bin 0.104006
as-Skitter.bin 0.205924
amazon0302.bin 0.01432
as-735.bin 0.008568
com-dblp.ungraph.bin 0.021942
soc-LiveJournal1.bin 1.01018
soc-pokec-relationships.bin 0.52873
soc-sign-epinions.bin 0.015258
com-orkut.ungraph.bin 3.11541
roadNet-TX.bin 0.042353
cit-HepTh.bin 0.006233
p2p-Gnutella31.bin 0.004882
cit-Patents.bin 0.47062
soc-sign-Slashdot081106.bin 0.007494
p2p-Gnutella30.bin 0.003934
p2p-Gnutella06.bin 0.003643
ca-GrQc.bin 0.003419
p2p-Gnutella08.bin 0.003118
p2p-Gnutella24.bin 0.003663
as-caida.bin 0.013676
soc-Slashdot0902.bin 0.011644
ca-CondMat.bin 0.004399
web-NotreDame.bin 0.024116
soc-sign-Slashdot090221.bin 0.00756
p2p-Gnutella09.bin 0.003052
soc-Epinions1.bin 0.00974
ca-HepPh.bin 0.004808
roadNet-CA.bin 0.058584
wiki-Vote.bin 0.004694
amazon0601.bin 0.030889
web-BerkStan.bin 0.045993
p2p-Gnutella05.bin 0.003048
soc-Slashdot0811.bin 0.011435
ca-HepTh.bin 0.00319
amazon0505.bin 0.031101
p2p-Gnutella25.bin 0.003462
com-youtube.ungraph.bin 0.119868
ca-AstroPh.bin 0.005346
roadNet-PA.bin 0.034266
wiki-Talk.bin 1.05391
higgs-social_network.bin 0.098743
email-EuAll.bin 0.01574
email-Enron.bin 0.007601
com-amazon.ungraph.bin 0.0225
web-Stanford.bin 0.023518
soc-sign-Slashdot090216.bin 0.007509
cit-HepPh.bin 0.005756
amazon0312.bin 0.029966
p2p-Gnutella04.bin 0.003204
com-lj.ungraph.bin 0.97409
Oregon-1.bin 0.012269
Oregon-2.bin 0.007685
web-Google.bin 0.104213
as-Skitter.bin 0.206024
amazon0302.bin 0.014322
as-735.bin 0.00858
com-dblp.ungraph.bin 0.021688
soc-LiveJournal1.bin 1.01003
soc-pokec-relationships.bin 0.528361
soc-sign-epinions.bin 0.014995
com-orkut.ungraph.bin 3.11449
roadNet-TX.bin 0.042108
cit-HepTh.bin 0.005999
p2p-Gnutella31.bin 0.004637
cit-Patents.bin 0.470382
soc-sign-Slashdot081106.bin 0.007375
p2p-Gnutella30.bin 0.003838
p2p-Gnutella06.bin 0.003377
ca-GrQc.bin 0.003145
p2p-Gnutella08.bin 0.003083
p2p-Gnutella24.bin 0.003665
as-caida.bin 0.013519
soc-Slashdot0902.bin 0.011645
ca-CondMat.bin 0.004383
web-NotreDame.bin 0.024144
soc-sign-Slashdot090221.bin 0.007581
p2p-Gnutella09.bin 0.003054
soc-Epinions1.bin 0.009746
ca-HepPh.bin 0.00476
roadNet-CA.bin 0.058562
wiki-Vote.bin 0.00469
amazon0601.bin 0.030882
web-BerkStan.bin 0.046064
p2p-Gnutella05.bin 0.003061
soc-Slashdot0811.bin 0.011405
ca-HepTh.bin 0.00323
amazon0505.bin 0.031122
p2p-Gnutella25.bin 0.003471
com-youtube.ungraph.bin 0.119965
ca-AstroPh.bin 0.005338
roadNet-PA.bin 0.034018
wiki-Talk.bin 1.054
higgs-social_network.bin 0.098735
email-EuAll.bin 0.015708
email-Enron.bin 0.007622
com-amazon.ungraph.bin 0.022514
web-Stanford.bin 0.023513
soc-sign-Slashdot090216.bin 0.007551
cit-HepPh.bin 0.005652
amazon0312.bin 0.029818
p2p-Gnutella04.bin 0.003182
com-lj.ungraph.bin 0.974019
Oregon-1.bin 0.012258
Oregon-2.bin 0.007712
web-Google.bin 0.103996
as-Skitter.bin 0.205875
amazon0302.bin 0.01431
as-735.bin 0.008552
com-dblp.ungraph.bin 0.021827
soc-LiveJournal1.bin 1.01001
soc-pokec-relationships.bin 0.528452
soc-sign-epinions.bin 0.014993
com-orkut.ungraph.bin 3.11435
roadNet-TX.bin 0.042079
cit-HepTh.bin 0.006168
p2p-Gnutella31.bin 0.004717
cit-Patents.bin 0.470455
soc-sign-Slashdot081106.bin 0.007283
p2p-Gnutella30.bin 0.003721
p2p-Gnutella06.bin 0.003279
ca-GrQc.bin 0.003031
p2p-Gnutella08.bin 0.002992
p2p-Gnutella24.bin 0.003552
as-caida.bin 0.013386
soc-Slashdot0902.bin 0.011535
ca-CondMat.bin 0.004377
web-NotreDame.bin 0.024126
soc-sign-Slashdot090221.bin 0.007603
p2p-Gnutella09.bin 0.003036
soc-Epinions1.bin 0.009738
ca-HepPh.bin 0.004765
roadNet-CA.bin 0.05865
wiki-Vote.bin 0.004699
amazon0601.bin 0.030907
web-BerkStan.bin 0.04634
p2p-Gnutella05.bin 0.00316
soc-Slashdot0811.bin 0.011517
ca-HepTh.bin 0.003317
amazon0505.bin 0.031109
p2p-Gnutella25.bin 0.003458
com-youtube.ungraph.bin 0.119907
ca-AstroPh.bin 0.005441
roadNet-PA.bin 0.03415
wiki-Talk.bin 1.05537
higgs-social_network.bin 0.098751
email-EuAll.bin 0.015755
email-Enron.bin 0.007624
com-amazon.ungraph.bin 0.022514
web-Stanford.bin 0.02351
soc-sign-Slashdot090216.bin 0.007524
cit-HepPh.bin 0.00567
amazon0312.bin 0.029829
p2p-Gnutella04.bin 0.003206
com-lj.ungraph.bin 0.974199
Oregon-1.bin 0.012273
Oregon-2.bin 0.0077
web-Google.bin 0.10398
as-Skitter.bin 0.206052
amazon0302.bin 0.014335
