as-735.bin 0.019425 8
com-dblp.ungraph.bin 0.0297 8
soc-LiveJournal1.bin 1.15447 8
soc-pokec-relationships.bin 0.562969 8
soc-sign-epinions.bin 0.049403 8
com-orkut.ungraph.bin 3.60307 8
roadNet-TX.bin 0.068445 8
cit-HepTh.bin 0.021268 8
p2p-Gnutella31.bin 0.012884 8
cit-Patents.bin 0.5089 8
soc-sign-Slashdot081106.bin 0.022141 8
p2p-Gnutella30.bin 0.011544 8
p2p-Gnutella06.bin 0.012352 8
ca-GrQc.bin 0.011711 8
p2p-Gnutella08.bin 0.01093 8
p2p-Gnutella24.bin 0.011793 8
as-caida.bin 0.026446 8
soc-Slashdot0902.bin 0.029463 8
ca-CondMat.bin 0.017 8
web-NotreDame.bin 0.069487 8
soc-sign-Slashdot090221.bin 0.024003 8
p2p-Gnutella09.bin 0.011077 8
soc-Epinions1.bin 0.03121 8
ca-HepPh.bin 0.022252 8
roadNet-CA.bin 0.119087 8
wiki-Vote.bin 0.02097 8
amazon0601.bin 0.033476 8
web-BerkStan.bin 0.06126 8
p2p-Gnutella05.bin 0.011143 8
soc-Slashdot0811.bin 0.034944 8
ca-HepTh.bin 0.011659 8
amazon0505.bin 0.032377 8
p2p-Gnutella25.bin 0.012906 8
com-youtube.ungraph.bin 0.301298 8
ca-AstroPh.bin 0.019198 8
roadNet-PA.bin 0.049297 8
wiki-Talk.bin 0.93707 8
higgs-social_network.bin 0.11505 8
email-EuAll.bin 0.028629 8
email-Enron.bin 0.016764 8
com-amazon.ungraph.bin 0.028262 8
web-Stanford.bin 0.036425 8
soc-sign-Slashdot090216.bin 0.022225 8
cit-HepPh.bin 0.02257 8
amazon0312.bin 0.03216 8
p2p-Gnutella04.bin 0.012336 8
com-lj.ungraph.bin 1.09561 8
Oregon-1.bin 0.022897 8
Oregon-2.bin 0.022649 8
web-Google.bin 0.120074 8
as-Skitter.bin 0.332585 8
amazon0302.bin 0.020676 8
as-735.bin 0.033103 8
com-dblp.ungraph.bin 0.042342 8
soc-LiveJournal1.bin 1.17432 8
soc-pokec-relationships.bin 0.565209 8
soc-sign-epinions.bin 0.072007 8
com-orkut.ungraph.bin 3.63322 8
roadNet-TX.bin 0.073829 8
cit-HepTh.bin 0.035728 8
p2p-Gnutella31.bin 0.021126 8
cit-Patents.bin 0.501395 8
soc-sign-Slashdot081106.bin 0.031606 8
p2p-Gnutella30.bin 0.018499 8
p2p-Gnutella06.bin 0.020515 8
ca-GrQc.bin 0.020318 8
p2p-Gnutella08.bin 0.018747 8
p2p-Gnutella24.bin 0.020984 8
as-caida.bin 0.035151 8
soc-Slashdot0902.bin 0.045008 8
ca-CondMat.bin 0.030682 8
web-NotreDame.bin 0.094999 8
soc-sign-Slashdot090221.bin 0.037766 8
p2p-Gnutella09.bin 0.018686 8
soc-Epinions1.bin 0.040602 8
ca-HepPh.bin 0.037164 8
roadNet-CA.bin 0.10697 8
wiki-Vote.bin 0.034348 8
amazon0601.bin 0.038187 8
web-BerkStan.bin 0.066003 8
p2p-Gnutella05.bin 0.019557 8
soc-Slashdot0811.bin 0.03881 8
ca-HepTh.bin 0.019553 8
amazon0505.bin 0.038533 8
p2p-Gnutella25.bin 0.01886 8
com-youtube.ungraph.bin 0.181081 8
ca-AstroPh.bin 0.030079 8
roadNet-PA.bin 0.06696 8
wiki-Talk.bin 0.961782 8
higgs-social_network.bin 0.123914 8
email-EuAll.bin 0.041905 8
email-Enron.bin 0.034541 8
com-amazon.ungraph.bin 0.043751 8
web-Stanford.bin 0.045275 8
soc-sign-Slashdot090216.bin 0.032206 8
cit-HepPh.bin 0.029651 8
amazon0312.bin 0.037729 8
p2p-Gnutella04.bin 0.019764 8
com-lj.ungraph.bin 1.10814 8
Oregon-1.bin 0.036455 8
Oregon-2.bin 0.037132 8
web-Google.bin 0.12672 8
as-Skitter.bin 0.409243 8
amazon0302.bin 0.02722 8
as-735.bin 0.052516 8
com-dblp.ungraph.bin 0.0605 8
soc-LiveJournal1.bin 1.17424 8
soc-pokec-relationships.bin 0.613628 8
soc-sign-epinions.bin 0.101773 8
com-orkut.ungraph.bin 3.6606 8
roadNet-TX.bin 0.090826 8
cit-HepTh.bin 0.054201 8
p2p-Gnutella31.bin 0.037063 8
cit-Patents.bin 0.515406 8
soc-sign-Slashdot081106.bin 0.057468 8
p2p-Gnutella30.bin 0.032946 8
p2p-Gnutella06.bin 0.037354 8
ca-GrQc.bin 0.035269 8
p2p-Gnutella08.bin 0.034702 8
p2p-Gnutella24.bin 0.036015 8
as-caida.bin 0.069311 8
soc-Slashdot0902.bin 0.0705 8
ca-CondMat.bin 0.053641 8
web-NotreDame.bin 0.155233 8
soc-sign-Slashdot090221.bin 0.058093 8
p2p-Gnutella09.bin 0.034541 8
soc-Epinions1.bin 0.06131 8
ca-HepPh.bin 0.062472 8
roadNet-CA.bin 0.128138 8
wiki-Vote.bin 0.054488 8
amazon0601.bin 0.059216 8
web-BerkStan.bin 0.086999 8
p2p-Gnutella05.bin 0.035148 8
soc-Slashdot0811.bin 0.062562 8
ca-HepTh.bin 0.035113 8
amazon0505.bin 0.060966 8
p2p-Gnutella25.bin 0.034843 8
com-youtube.ungraph.bin 0.236317 8
ca-AstroPh.bin 0.057479 8
roadNet-PA.bin 0.071847 8
wiki-Talk.bin 0.584101 8
higgs-social_network.bin 0.137742 8
email-EuAll.bin 0.070917 8
email-Enron.bin 0.056127 8
com-amazon.ungraph.bin 0.059909 8
web-Stanford.bin 0.073115 8
soc-sign-Slashdot090216.bin 0.056463 8
cit-HepPh.bin 0.053311 8
amazon0312.bin 0.059366 8
p2p-Gnutella04.bin 0.03686 8
com-lj.ungraph.bin 1.03706 8
Oregon-1.bin 0.066215 8
Oregon-2.bin 0.064187 8
web-Google.bin 0.142305 8
as-Skitter.bin 0.504758 8
amazon0302.bin 0.042842 8
as-735.bin 0.089226 8
com-dblp.ungraph.bin 0.1094 8
soc-LiveJournal1.bin 1.17104 8
soc-pokec-relationships.bin 0.695062 8
soc-sign-epinions.bin 0.184214 8
com-orkut.ungraph.bin 3.82786 8
roadNet-TX.bin 0.159627 8
cit-HepTh.bin 0.109006 8
p2p-Gnutella31.bin 0.070479 8
cit-Patents.bin 0.541257 8
soc-sign-Slashdot081106.bin 0.107127 8
p2p-Gnutella30.bin 0.071317 8
p2p-Gnutella06.bin 0.073813 8
ca-GrQc.bin 0.06159 8
p2p-Gnutella08.bin 0.060789 8
p2p-Gnutella24.bin 0.069563 8
as-caida.bin 0.127466 8
soc-Slashdot0902.bin 0.145411 8
ca-CondMat.bin 0.100993 8
web-NotreDame.bin 0.220648 8
soc-sign-Slashdot090221.bin 0.107589 8
p2p-Gnutella09.bin 0.068081 8
soc-Epinions1.bin 0.11298 8
ca-HepPh.bin 0.132834 8
roadNet-CA.bin 0.153312 8
wiki-Vote.bin 0.114841 8
amazon0601.bin 0.090584 8
web-BerkStan.bin 0.138814 8
p2p-Gnutella05.bin 0.067661 8
soc-Slashdot0811.bin 0.13017 8
ca-HepTh.bin 0.066074 8
amazon0505.bin 0.088807 8
p2p-Gnutella25.bin 0.071896 8
com-youtube.ungraph.bin 0.28237 8
ca-AstroPh.bin 0.11475 8
roadNet-PA.bin 0.107142 8
wiki-Talk.bin 0.554846 8
higgs-social_network.bin 0.196874 8
email-EuAll.bin 0.107231 8
email-Enron.bin 0.096712 8
com-amazon.ungraph.bin 0.103802 8
web-Stanford.bin 0.120195 8
soc-sign-Slashdot090216.bin 0.113689 8
cit-HepPh.bin 0.100392 8
amazon0312.bin 0.084684 8
p2p-Gnutella04.bin 0.068186 8
com-lj.ungraph.bin 1.02734 8
Oregon-1.bin 0.109042 8
Oregon-2.bin 0.109406 8
web-Google.bin 0.200285 8
as-Skitter.bin 0.56327 8
amazon0302.bin 0.075773 8
as-735.bin 0.161558 8
com-dblp.ungraph.bin 0.170727 8
soc-LiveJournal1.bin 1.26485 8
soc-pokec-relationships.bin 0.95457 8
soc-sign-epinions.bin 0.313663 8
com-orkut.ungraph.bin 4.12491 8
roadNet-TX.bin 0.174971 8
cit-HepTh.bin 0.174815 8
p2p-Gnutella31.bin 0.142375 8
cit-Patents.bin 0.57755 8
soc-sign-Slashdot081106.bin 0.202959 8
p2p-Gnutella30.bin 0.122819 8
p2p-Gnutella06.bin 0.121185 8
ca-GrQc.bin 0.115719 8
p2p-Gnutella08.bin 0.097031 8
p2p-Gnutella24.bin 0.128752 8
as-caida.bin 0.195632 8
soc-Slashdot0902.bin 0.21988 8
ca-CondMat.bin 0.169812 8
web-NotreDame.bin 0.336486 8
soc-sign-Slashdot090221.bin 0.198811 8
p2p-Gnutella09.bin 0.127577 8
soc-Epinions1.bin 0.185742 8
ca-HepPh.bin 0.219977 8
roadNet-CA.bin 0.194599 8
wiki-Vote.bin 0.166771 8
amazon0601.bin 0.140802 8
web-BerkStan.bin 0.232086 8
p2p-Gnutella05.bin 0.111518 8
soc-Slashdot0811.bin 0.210817 8
ca-HepTh.bin 0.133256 8
amazon0505.bin 0.146652 8
p2p-Gnutella25.bin 0.122212 8
com-youtube.ungraph.bin 0.427209 8
ca-AstroPh.bin 0.178451 8
roadNet-PA.bin 0.176241 8
wiki-Talk.bin 0.463698 8
higgs-social_network.bin 0.313256 8
email-EuAll.bin 0.19048 8
email-Enron.bin 0.191565 8
com-amazon.ungraph.bin 0.166846 8
web-Stanford.bin 0.237434 8
soc-sign-Slashdot090216.bin 0.212249 8
cit-HepPh.bin 0.185356 8
amazon0312.bin 0.162874 8
p2p-Gnutella04.bin 0.128479 8
com-lj.ungraph.bin 1.2945 8
Oregon-1.bin 0.174787 8
Oregon-2.bin 0.191675 8
web-Google.bin 0.29629 8
as-Skitter.bin 0.744871 8
amazon0302.bin 0.134626 8
as-735.bin 0.315636 8
com-dblp.ungraph.bin 0.327384 8
soc-LiveJournal1.bin 1.63101 8
soc-pokec-relationships.bin 1.26353 8
soc-sign-epinions.bin 0.520801 8
com-orkut.ungraph.bin 4.64208 8
roadNet-TX.bin 0.294086 8
cit-HepTh.bin 0.363665 8
p2p-Gnutella31.bin 0.254742 8
cit-Patents.bin 0.801944 8
soc-sign-Slashdot081106.bin 0.506595 8
p2p-Gnutella30.bin 0.248101 8
p2p-Gnutella06.bin 0.195517 8
ca-GrQc.bin 0.179742 8
p2p-Gnutella08.bin 0.189565 8
p2p-Gnutella24.bin 0.244321 8
as-caida.bin 0.394037 8
soc-Slashdot0902.bin 0.389854 8
ca-CondMat.bin 0.324149 8
web-NotreDame.bin 0.549311 8
soc-sign-Slashdot090221.bin 0.42639 8
p2p-Gnutella09.bin 0.241003 8
soc-Epinions1.bin 0.341365 8
ca-HepPh.bin 0.478233 8
roadNet-CA.bin 0.334057 8
wiki-Vote.bin 0.30278 8
amazon0601.bin 0.26547 8
web-BerkStan.bin 0.405715 8
p2p-Gnutella05.bin 0.199935 8
soc-Slashdot0811.bin 0.397599 8
ca-HepTh.bin 0.199951 8
amazon0505.bin 0.262049 8
p2p-Gnutella25.bin 0.240206 8
com-youtube.ungraph.bin 0.662453 8
ca-AstroPh.bin 0.339585 8
roadNet-PA.bin 0.286054 8
wiki-Talk.bin 0.631101 8
higgs-social_network.bin 0.488644 8
email-EuAll.bin 0.339999 8
email-Enron.bin 0.359537 8
com-amazon.ungraph.bin 0.312212 8
web-Stanford.bin 0.468336 8
soc-sign-Slashdot090216.bin 0.386458 8
cit-HepPh.bin 0.395086 8
amazon0312.bin 0.271088 8
p2p-Gnutella04.bin 0.243075 8
com-lj.ungraph.bin 1.61436 8
Oregon-1.bin 0.336372 8
Oregon-2.bin 0.35313 8
web-Google.bin 0.461465 8
as-Skitter.bin 1.07954 8
amazon0302.bin 0.265674 8
